fixture_id,mac,board,chip_revision,flash_mb,psram_mb,status,firmware_rev,firmware_sha256,battery_chemistry,battery_capacity_mah,charge_limit_ma,ota_profile,ota_verified,role,install_location,first_seen_utc,last_verified_utc,notes
9F26A4,D8:85:AC:9F:26:A4,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:56:07Z,2026-08-16T19:56:40Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9F26AC,D8:85:AC:9F:26:AC,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T03:55:42Z,2026-08-18T02:57:27Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; canopy-solenoid OTA fx-260816-cef34a4-b exact revision survived A/B verify window; 300mA IPRECHG exact revision survived A/B verify window; universal-default exact revision survived A/B verify; 300mA IPRECHG and solenoid capability enabled; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F26B0,D8:85:AC:9F:26:B0,PowerFeather V2,0.2,8,2,commissioned,fx-260828-abd893c-p,6A0126F205BE2CB6BE034A71DE5C5CAA75F0AF0ACD00E1684DDC27377FB175F5,Generic_LFP,15000,2000,Party In The Woods,true,downlight,,2026-08-16T08:07:28Z,2026-08-28T21:22:06Z,"Battery-installed initial USB canary passed; ESP-NOW and TMF/MSA healthy; steady-red visual confirmed; shared-WiFi endpoint not yet checked; canopy-solenoid OTA fx-260816-cef34a4-b exact revision survived A/B verify window; 300mA IPRECHG canary exact/valid with REG0x10 0x00F0 and 302-306mA observed; supervised USB-backed low-VBAT universal-default OTA survived A/B verify; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18; exact combined fx-260828-abd893c-p OTA job A357B979 survived pending verify; ADR 0068 sustained full-battery proof released retained false PROTECT through stage-3 persist and clean reboot; fresh field telemetry remained exact/FULL/rail-off with downlight class, TMF+MSA sensor bits 9, no mismatch, and healthy BQ through 2026-08-28T21:22:06Z"
9F26B4,D8:85:AC:9F:26:B4,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T20:22:53Z,2026-08-18T02:57:33Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F26BC,D8:85:AC:9F:26:BC,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T02:31:04Z,2026-08-18T02:57:33Z,TMF-hardened OTA and rollback validation passed; a later bare-USB brownout retained valid .2; MSA/TMF/BMP healthy; canopy-solenoid OTA fx-260816-cef34a4-b exact revision survived A/B verify window; 300mA IPRECHG exact revision survived A/B verify window; universal-default exact revision survived A/B verify; 300mA IPRECHG and solenoid capability enabled; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F26C0,D8:85:AC:9F:26:C0,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:30:26Z,2026-08-18T02:57:33Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F26C4,D8:85:AC:9F:26:C4,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,,2000,Party In The Woods,true,,,2026-08-16T23:39:23Z,2026-08-18T02:57:33Z,Discovered live during universal rollout after low-VBAT recovery; prior assignment and capacity not yet reconciled; exact revision survived A/B verify; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F26D0,D8:85:AC:9F:26:D0,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:56:07Z,2026-08-16T19:56:47Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9F26D4,D8:85:AC:9F:26:D4,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:56:07Z,2026-08-18T03:04:59Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F26D8,D8:85:AC:9F:26:D8,PowerFeather V2,0.2,8,2,commissioned,fx-260826-51d1fe1-p,57306019DBF93A1D0CF950F25B9F557D9A0A68663621A7CE4579ABA01DEA1261,Generic_LFP,6000,2000,Party In The Woods,true,downlight,,2026-08-16T07:05:56Z,2026-08-27T21:08:45Z,Exact-target USB rescue and same-binary app1 A/B verification passed; field profile persisted; configured capacity is 6000 mAh but physical battery capacity and installation position remain unresolved; targeted T-Deck maintenance recheck awaits bridge reconnection
9F26E4,D8:85:AC:9F:26:E4,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T03:55:42Z,2026-08-18T02:57:34Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; canopy-solenoid OTA fx-260816-cef34a4-b exact revision survived A/B verify window; 300mA IPRECHG exact revision survived A/B verify window; universal-default exact revision survived A/B verify; 300mA IPRECHG and solenoid capability enabled; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F26E8,D8:85:AC:9F:26:E8,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,,2000,Party In The Woods,true,,,2026-08-16T23:57:50Z,2026-08-18T02:57:40Z,Discovered live during universal rollout; prior assignment and capacity not yet reconciled; USB/solar-backed critical recovery exact revision survived A/B verify; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F2708,D8:85:AC:9F:27:08,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T20:22:53Z,2026-08-16T20:23:22Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9F2714,D8:85:AC:9F:27:14,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:30:26Z,2026-08-18T03:04:59Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F2718,D8:85:AC:9F:27:18,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,,2000,Party In The Woods,true,,,2026-08-16T23:39:23Z,2026-08-18T02:57:40Z,Newly visible during universal rollout; prior assignment and capacity not yet reconciled; exact revision survived A/B verify; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F2720,D8:85:AC:9F:27:20,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,party-in-the-woods-v1,false,downlight,,2026-08-18T04:00:27Z,2026-08-18T04:00:52Z,Battery-installed USB commissioning passed; physical cell capacity not yet reconciled against 6000 mAh persisted setting
9F2724,D8:85:AC:9F:27:24,PowerFeather V2,0.2,8,2,commissioned,fx-260829-b0ff5db-b,276D6558116A40DA15F32ECCF6BC7A940EF6D827BA965DDB81A8A8F5B0E27AE0,Generic_LFP,15000,2000,Party In The Woods,true,downlight,,2026-08-16T08:05:23Z,2026-08-29T16:12:15Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint and steady-red visual verified; supervised USB-backed low-VBAT universal-default OTA survived A/B verify; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18; exact USB canary fx-260829-b0ff5db-b passed with field/channel 11 and healthy MSA311/TMF8820; installed lifecycle fix prevents DAY_CHARGE from preempting PROTECT recovery proof
9F2738,D8:85:AC:9F:27:38,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,,2000,Party In The Woods,true,,,2026-08-16T23:39:23Z,2026-08-18T02:57:40Z,Newly visible during universal rollout after charge recovery; prior assignment and capacity not yet reconciled; exact revision survived A/B verify; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F275C,D8:85:AC:9F:27:5C,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T00:33:18Z,2026-08-18T02:57:40Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; canopy-solenoid OTA fx-260816-cef34a4-b exact revision survived A/B verify window; 300mA IPRECHG exact revision survived A/B verify window; universal-default exact revision survived A/B verify; 300mA IPRECHG and solenoid capability enabled; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
9F2780,D8:85:AC:9F:27:80,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T20:16:54Z,2026-08-16T20:17:32Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
E39F1C,44:1B:F6:E3:9F:1C,PowerFeather V2,,,,enumerated,,,,,,,false,,,2026-08-10T22:35:50Z,,
F2B7DC,68:EE:8F:F2:B7:DC,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T00:33:18Z,2026-08-18T02:57:40Z,TMF-hardened OTA passed with LFP ride-through; repeated bare-USB power losses safely rolled back; MSA/TMF/BMP and Party endpoint healthy; canopy-solenoid OTA fx-260816-cef34a4-b exact revision survived A/B verify window; supervised USB-backed low-VBAT universal-default OTA survived A/B verify; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
F2B8DC,68:EE:8F:F2:B8:DC,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T18:14:35Z,2026-08-16T18:15:07Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; prior uplight allocation was planning-only; Ben confirmed 2026-08-28 this board is not among the 20 manufactured uplights; physical role remains unassigned
F2B900,68:EE:8F:F2:B9:00,PowerFeather V2,0.2,8,2,commissioned,fx-260829-b0ff5db-b,276D6558116A40DA15F32ECCF6BC7A940EF6D827BA965DDB81A8A8F5B0E27AE0,Generic_LFP,6000,2000,party-in-the-woods-v1,true,perimeter,,,2026-08-30T10:59:32Z,Initial fx-260827-1254f04-p retained a genuine 3.028 V low-vbat PROTECT entry and passed recovery after charging above 3.250 V; exact fx-260829-b0ff5db-b USB service-artifact flash preserved NVS and passed a second uninterrupted 60 s release proof; shared-WiFi endpoint 192.168.1.250 verified; field/channel 11 mesh rejoin and healthy MSA311/VL53L5CX reads verified with no pending OTA or BQ fault; installation position remains unresolved; future dual-site production tail required
F2BCE0,68:EE:8F:F2:BC:E0,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T18:14:35Z,2026-08-16T18:15:23Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; prior uplight allocation was planning-only; Ben confirmed 2026-08-28 this board is not among the 20 manufactured uplights; physical role remains unassigned
F2BCF0,68:EE:8F:F2:BC:F0,PowerFeather V2,0.2,8,2,commissioned,fx-260829-b0ff5db-b,276D6558116A40DA15F32ECCF6BC7A940EF6D827BA965DDB81A8A8F5B0E27AE0,Generic_LFP,6000,2000,party-in-the-woods-v1,true,perimeter,,2026-08-17T22:08:31Z,2026-08-30T08:49:06Z,Exact USB service-artifact recovery preserved NVS; genuine low-vbat PROTECT entry at 3.022 V required charging above the 3.250 V release floor before the continuous 60 s proof could begin; guarded release passed at 3.266 V; shared-WiFi endpoint verified; field/channel 11 and healthy MSA311/VL53L5CX verified; future dual-site production tail required
F2BCF4,68:EE:8F:F2:BC:F4,PowerFeather V2,0.2,8,2,commissioned,fx-260829-b0ff5db-b,276D6558116A40DA15F32ECCF6BC7A940EF6D827BA965DDB81A8A8F5B0E27AE0,Generic_LFP,6000,2000,party-in-the-woods-v1,true,perimeter,,2026-08-17T21:46:43Z,2026-08-30T11:30:18Z,Registry previously recorded a sub-1 V cell removal; a currently installed cell measured about 87 percent SOC and healthy; initial fx-260827-1254f04-p retained a genuine 2.877 V PROTECT entry and passed recovery with the cell already charged above 3.250 V; exact fx-260829-b0ff5db-b USB service-artifact flash preserved NVS and passed a second uninterrupted 60 s release proof; shared-WiFi endpoint 192.168.1.220 verified; field/channel 11 mesh rejoin and healthy MSA311/VL53L5CX reads verified with no pending OTA or BQ fault; future dual-site production tail required
F2BD00,68:EE:8F:F2:BD:00,PowerFeather V2,0.2,8,2,commissioned,fx-260828-d8f62c3-p,57F40023E1E599D60CF2A309E6A7AF2F94BF45716421309B2B3A15048B239097,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-28T23:21:16Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F2BDB0,68:EE:8F:F2:BD:B0,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T05:12:10Z,2026-08-18T02:57:47Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
F2BDB4,68:EE:8F:F2:BD:B4,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T21:46:07Z,2026-08-18T03:04:59Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
F2BDC0,68:EE:8F:F2:BD:C0,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T21:46:07Z,2026-08-16T18:49:11Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F2BDC4,68:EE:8F:F2:BD:C4,PowerFeather V2,0.2,8,2,commissioned,,,Generic_LFP,6000,2000,party-in-the-woods-v1,true,perimeter,,2026-08-17T22:04:20Z,2026-08-30T09:51:10Z,Existing image reported fx-260829-af1d4ec-p but its immutable manifest and binary SHA are unavailable in this checkout so firmware identity columns remain intentionally blank; genuine 3.024 V low-vbat PROTECT cleared after charging above 3.250 V and continuous 60 s proof; shared-WiFi endpoint verified; field/channel 11 and healthy MSA311/VL53L5CX reads verified
F2BDD4,68:EE:8F:F2:BD:D4,PowerFeather V2,0.2,8,2,commissioned,fx-260829-b0ff5db-b,276D6558116A40DA15F32ECCF6BC7A940EF6D827BA965DDB81A8A8F5B0E27AE0,Generic_LFP,6000,2000,party-in-the-woods-v1,true,perimeter,,2026-08-17T21:46:43Z,2026-08-30T07:35:40Z,ROM download-mode recovery required after normal CDC stayed dark; exact USB service-artifact flash and guarded 3.026 V PROTECT release passed; shared-WiFi endpoint verified; field/channel 11 and healthy MSA311/VL53L5CX verified; future dual-site production tail required
F2BDFC,68:EE:8F:F2:BD:FC,PowerFeather V2,0.2,8,2,commissioned,,,Generic_LFP,6000,2000,party-in-the-woods-v1,true,perimeter,,2026-08-18T03:10:33Z,2026-08-30T10:36:12Z,Existing image reported fx-260829-af1d4ec-p but its immutable manifest and binary SHA are unavailable in this checkout so firmware identity columns remain intentionally blank; genuine 3.023 V low-vbat PROTECT cleared after USB charging from about 2 percent SOC above the 3.250 V floor and a continuous 60 s proof; shared-WiFi endpoint 192.168.1.56 verified; field/channel 11 mesh rejoin and healthy MSA311/VL53L5CX reads verified with no pending OTA or BQ fault
F2BE08,68:EE:8F:F2:BE:08,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T19:34:50Z,2026-08-18T03:10:34Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
F2BE0C,68:EE:8F:F2:BE:0C,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T03:55:42Z,2026-08-18T02:57:47Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; canopy-solenoid OTA fx-260816-cef34a4-b exact revision survived A/B verify window; 300mA IPRECHG exact revision survived A/B verify window; universal-default exact revision survived A/B verify; 300mA IPRECHG and solenoid capability enabled; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
F2BE10,68:EE:8F:F2:BE:10,PowerFeather V2,0.2,8,2,commissioned,fx-260828-d8f62c3-p,57F40023E1E599D60CF2A309E6A7AF2F94BF45716421309B2B3A15048B239097,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-28T23:21:16Z,"Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet; exact current-artifact USB flash verified 2026-08-28 with field profile and healthy power; installed image still probes MSA311 at wrong initial address 0x26 and reports chandelier; exact maintenance job 1004BAFA found no endpoint on either maintenance subnet during full discovery and made no upload; exact cohort job 444537E1 later discovered Donkey at 192.168.1.227, uploaded fx-260828-d8f62c3-p, and verified fresh exact revision past pending verify in field profile; installation-ready"
F2BE1C,68:EE:8F:F2:BE:1C,PowerFeather V2,0.2,8,2,commissioned,fx-260828-d8f62c3-p,57F40023E1E599D60CF2A309E6A7AF2F94BF45716421309B2B3A15048B239097,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-28T23:21:16Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe); universal-default exact revision survived A/B verify; 300mA IPRECHG and solenoid capability enabled; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
F2BE20,68:EE:8F:F2:BE:20,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T02:31:04Z,2026-08-18T03:04:59Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; canopy-solenoid OTA fx-260816-cef34a4-b current exact after second OTA and 11-minute soak; prior later app0 fallback remains under investigation; 300mA IPRECHG exact app0/valid after 129s soak with REG0x10 0x00F0; prior fallback anomaly remains open; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
F2BE38,68:EE:8F:F2:BE:38,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,15000,2000,BubbyNet,true,downlight,,2026-07-27T21:46:07Z,2026-08-18T02:57:47Z,Battery-installed USB commissioning passed; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
F2BE3C,68:EE:8F:F2:BE:3C,PowerFeather V2,0.2,8,2,commissioned,fx-260828-d8f62c3-p,57F40023E1E599D60CF2A309E6A7AF2F94BF45716421309B2B3A15048B239097,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-28T23:21:16Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe); universal-default exact revision survived A/B verify; 300mA IPRECHG and solenoid capability enabled; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
F2BE48,68:EE:8F:F2:BE:48,PowerFeather V2,0.2,8,2,commissioned,fx-260816-19c6bbb-b,A018550E90F27F1D08A08E998294FB73BA97DC5367152C2C048B5F6ADEB2F395,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T00:33:18Z,2026-08-16T23:39:23Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; canopy-solenoid OTA fx-260816-cef34a4-b exact revision survived A/B verify window; 300mA IPRECHG exact revision survived A/B verify window; universal-default exact revision survived A/B verify; 300mA IPRECHG and solenoid capability enabled
F2BE60,68:EE:8F:F2:BE:60,PowerFeather V2,0.2,8,2,commissioned,fx-260818-f80f315-b,0F1119C6BA80F2280DB2C04F478A59B6BE0C407EDF6C95C62248F89AF90AD638,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T19:20:52Z,2026-08-18T03:05:06Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO; Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
F2BE64,68:EE:8F:F2:BE:64,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T18:04:43Z,2026-08-16T18:05:27Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; prior uplight allocation was planning-only; Ben confirmed 2026-08-28 this board is not among the 20 manufactured uplights; physical role remains unassigned
F2BE6C,68:EE:8F:F2:BE:6C,PowerFeather V2,0.2,8,2,commissioned,fx-260828-d8f62c3-p,57F40023E1E599D60CF2A309E6A7AF2F94BF45716421309B2B3A15048B239097,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:14:35Z,2026-08-28T23:21:16Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe); Exact fx-260818-05ed4b3-b OTA A/B verify passed 2026-08-18; fresh revision heartbeat survived the 20 s pending-verify gate; Exact fx-260818-f80f315-b OTA A/B verify passed 2026-08-18
